target_stock,week_t,week_pred,forecast,intercept,lambda,n_active
10138,2018-09-03,2018-09-10,0.0011585995338937597,0.0011585995338937597,0.021343955169340293,0
10138,2018-09-10,2018-09-17,0.0010353433592040487,0.0010353433592040487,0.02130140872331659,0
10138,2018-09-17,2018-09-24,8.476347524583377e-4,8.476347524583377e-4,0.021073781518251736,0
10138,2018-09-24,2018-10-01,-0.0013060613977041984,-0.0013060613977041984,0.02138184405084486,0
10138,2018-10-01,2018-10-08,-0.0036983814140430058,-0.0036983814140430058,0.02201790240009731,0
10138,2018-10-08,2018-10-15,-6.06553175026447e-4,-6.06553175026447e-4,0.02195048837053285,0
10138,2018-10-15,2018-10-22,-0.0037261108875571657,-0.0037261108875571657,0.022784014027126702,0
10138,2018-10-22,2018-10-29,-0.001531132087616194,-0.001531132087616194,0.02175551849596989,0
10138,2018-10-29,2018-11-05,-0.0018698947945771024,-0.0018698947945771024,0.020897378746003947,0
10138,2018-11-05,2018-11-12,-0.0031672276855057107,-0.0031672276855057107,0.020442350281809987,0
10138,2018-11-12,2018-11-19,-0.0053066428040730584,-0.0053066428040730584,0.01956650095756526,0
10138,2018-11-19,2018-11-26,-0.003048613987769377,-0.003048613987769377,0.02020900334080631,0
10138,2018-11-26,2018-12-03,-0.006948990539398451,-0.006948990539398451,0.01911596863635491,0
10138,2018-12-03,2018-12-10,-0.007838682524216108,-0.007838682524216108,0.019523191309255748,0
10138,2018-12-10,2018-12-17,-0.009938164150844819,-0.009938164150844819,0.018635379419993114,0
10138,2018-12-17,2018-12-24,-0.008604039871621923,-0.008604039871621923,0.021098774199261944,0
10138,2018-12-24,2018-12-31,-0.009205819485317488,-0.009205819485317488,0.020687888523542825,0
10138,2018-12-31,2019-01-07,-0.009678150977597996,-0.009678150977597996,0.02095162985522234,0
10138,2019-01-07,2019-01-14,-0.006877268672668683,-0.006877268672668683,0.020158160570089862,0
10138,2019-01-14,2019-01-21,-0.0057154060164040085,-0.0057154060164040085,0.0211367901705168,0
10138,2019-01-21,2019-01-28,-0.005687047291514318,-0.005687047291514318,0.021572078071184414,0
10138,2019-01-28,2019-02-04,-0.007390156130760676,-0.007390156130760676,0.020103660549927637,0
10138,2019-02-04,2019-02-11,-0.005689976426220311,-0.005689976426220311,0.023546700784295937,0
10138,2019-02-11,2019-02-18,-0.005293038451779537,-0.005293038451779537,0.023628440209139713,0
10138,2019-02-18,2019-02-25,-0.003951397308520939,-0.003951397308520939,0.023637758605324938,0
10138,2019-02-25,2019-03-04,-0.005145766146958827,-0.005145766146958827,0.024708416558109063,0
10138,2019-03-04,2019-03-11,0.007782178179377453,-0.0020635211260366716,0.022992217726675673,1
10138,2019-03-11,2019-03-18,-0.0036563693143944736,-0.0036563693143944736,0.02791064117778419,0
10138,2019-03-18,2019-03-25,-0.00149955561982807,-0.00334097756401454,0.026454988532288982,1
10138,2019-03-25,2019-04-01,4.494396683488286e-4,4.494396683488286e-4,0.025101736371743465,0
10138,2019-04-01,2019-04-08,-1.2037520490684175e-4,-1.2037520490684175e-4,0.02385550355840337,0
10138,2019-04-08,2019-04-15,-5.432273681713318e-4,-5.432273681713318e-4,0.023657980216542005,0
10138,2019-04-15,2019-04-22,9.059394433408788e-4,9.059394433408788e-4,0.022788235181444187,0
10138,2019-04-22,2019-04-29,4.961169952212661e-4,4.961169952212661e-4,0.02331908052505862,0
10138,2019-04-29,2019-05-06,0.002877766442052291,0.002877766442052291,0.019689790144832187,0
10138,2019-05-06,2019-05-13,0.002545723738797682,0.002545723738797682,0.02059639168790532,0
10138,2019-05-13,2019-05-20,0.0044066176887972135,0.0044066176887972135,0.017840760385136045,0
10138,2019-05-20,2019-05-27,0.0024814394469050015,0.0024814394469050015,0.017660619213187876,0
10138,2019-05-27,2019-06-03,0.0034479882625949323,0.0034479882625949323,0.018615949354269433,0
10138,2019-06-03,2019-06-10,0.0046496450840863126,0.0046496450840863126,0.018528319412637873,0
10138,2019-06-10,2019-06-17,0.005822670403789519,0.005822670403789519,0.019719776784307294,0
10138,2019-06-17,2019-06-24,0.004591693190948629,0.004591693190948629,0.01809713424505981,0
10138,2019-06-24,2019-07-01,0.006847149938666112,0.006847149938666112,0.018433455347376983,0
10138,2019-07-01,2019-07-08,0.007125951936776379,0.007125951936776379,0.017842949083074027,0
10138,2019-07-08,2019-07-15,0.00836213576079566,0.00836213576079566,0.01730441775336151,0
10138,2019-07-15,2019-07-22,0.008678795107321651,0.008678795107321651,0.015803308927936265,0
10138,2019-07-22,2019-07-29,0.006955055484371319,0.006955055484371319,0.016278553806027853,0
10138,2019-07-29,2019-08-05,0.0071579537965139745,0.0071579537965139745,0.015855592013738675,0
10138,2019-08-05,2019-08-12,0.00441619090609824,0.00441619090609824,0.017037736476529126,0
10138,2019-08-12,2019-08-19,0.00458059253641377,0.00458059253641377,0.01638124490868993,0
10138,2019-08-19,2019-08-26,0.014999900164299591,0.003647639045215827,0.010426422429807024,6
10138,2019-08-26,2019-09-02,0.008436171430459605,0.008436171430459605,0.017490827583165593,0
10138,2019-09-02,2019-09-09,0.007737627316347588,0.007737627316347588,0.016084405506614472,0
10138,2019-09-09,2019-09-16,0.006287938352033614,0.006287938352033614,0.015849590144764503,0
10138,2019-09-16,2019-09-23,0.005015370637887011,0.005015370637887011,0.015475021457703785,0
10138,2019-09-23,2019-09-30,0.005678981911031112,0.005678981911031112,0.016229842769929986,0
10138,2019-09-30,2019-10-07,0.002604483176282521,0.0068898464383870565,0.012470156104111228,4
10138,2019-10-07,2019-10-14,0.004210921362327587,0.004210921362327587,0.015005828830407152,0
10138,2019-10-14,2019-10-21,0.005061932210415098,0.005061932210415098,0.013829724655771241,0
10138,2019-10-21,2019-10-28,0.004579292772721914,0.004579292772721914,0.014129054266126194,0
10138,2019-10-28,2019-11-04,0.0048570847508471815,0.0048570847508471815,0.013379484329748604,0
10138,2019-11-04,2019-11-11,0.005381226718731643,0.005381226718731643,0.013295125950827975,0
10138,2019-11-11,2019-11-18,0.004583764794129397,0.004583764794129397,0.01345165417915162,0
10138,2019-11-18,2019-11-25,0.005650395378861754,0.005650395378861754,0.013747578304907864,0
10138,2019-11-25,2019-12-02,0.006138213184972227,0.006138213184972227,0.014615603524956913,0
10138,2019-12-02,2019-12-09,0.00654174681521517,0.00654174681521517,0.014576912898561785,0
10138,2019-12-09,2019-12-16,0.0065589606685983945,0.0065589606685983945,0.015206115390611898,0
10138,2019-12-16,2019-12-23,0.0074736728178813865,0.0074736728178813865,0.016819471758125943,0
10138,2019-12-23,2019-12-30,0.006497879508816888,0.006497879508816888,0.015924983777830234,0
10138,2019-12-30,2020-01-06,0.006903761482138297,0.006903761482138297,0.01506359559727667,0
10138,2020-01-06,2020-01-13,0.007410220097684139,0.007410220097684139,0.01441520814723417,0
10138,2020-01-13,2020-01-20,0.006710299977002085,0.006710299977002085,0.014717465451962584,0
10138,2020-01-20,2020-01-27,0.007091730421745565,0.007091730421745565,0.014811194811739398,0
10138,2020-01-27,2020-02-03,0.008210126797640431,0.008210126797640431,0.014619199398309947,0
